Bracket Type=4,,,,,,,,,,,,,,,,,,,,
Sample Type,File Name,Sample ID,Path,Instrument Method,Process Method,Calibration File,Position,Inj Vol,Level,Sample Wt,Sample Vol,ISTD Amt,Dil Factor,L1 ChannelSelect,L2 Client,L3 Laboratory,L4 Company,L5 Phone,Comment,Sample Name
Unknown,08062024_mix_12C13C_DnCl_ratio_LCMS_Res240K_1,08062024_mix_12C13C_DnCl_ratio_LCMS_Res240K_1,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_mixratio_240K_100B,,,R:A8,3,,0,0,0,1,,,,,,,
Unknown,08062024_mix_12C13C_DnCl_ratio_LCMS_Res240K_2,08062024_mix_12C13C_DnCl_ratio_LCMS_Res240K_2,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_mixratio_240K_100B,,,R:A8,3,,0,0,0,1,,,,,,,
Unknown,08062024_mix_12C13C_DnCl_ratio_LCMS_Res240K_3,08062024_mix_12C13C_DnCl_ratio_LCMS_Res240K_3,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_mixratio_240K_100B,,,R:A8,3,,0,0,0,1,,,,,,,
Unknown,Solvent_Blank_1_08062024_SZ_01,Solvent_Blank,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A1,3,,0,0,0,1,,,,,,,
Unknown,Pool_No_derivatization_1_08062024_SZ_02,Pool_No_derivatization,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A2,3,,0,0,0,1,,,,,,,
Unknown,Process_Blank_12C_DnCl_1_08062024_SZ_03,Process_Blank_12C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A3,3,,0,0,0,1,,,,,,,
Unknown,Process_Blank_12C13C_DnCl_1_08062024_SZ_04,Process_Blank_12C13C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A4,3,,0,0,0,1,,,,,,,
Unknown,Standard_12C_DnCl_1_08062024_SZ_05,Standard_12C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A5,3,,0,0,0,1,,,,,,,
Unknown,Standard_12C13C_DnCl_1_08062024_SZ_06,Standard_12C13C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A6,3,,0,0,0,1,,,,,,,
Unknown,Pool_12C_DnCl_Biologicalreplicate_3_analyticalreplicate_1_08062024_SZ_07,Pool_12C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:B3,3,,0,0,0,1,,,,,,,
Unknown,Pool_12C13C_DnCl_Biologicalreplicate_3_analyticalreplicate_1_08062024_SZ_08,Pool_12C13C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:B6,3,,0,0,0,1,,,,,,,
Unknown,Qstd_1_08062024_SZ_09,Qstd,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A7,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample1_12C_DnCl_08062024_SZ_10,ABCG2_PTC_E03_Sup_Basal_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:C1,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample2_12C_DnCl_08062024_SZ_11,SLC22A11_PTC_C09_Sup_Basal_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:C2,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample3_12C_DnCl_08062024_SZ_12,CYP19A1_PTC_B07_Sup_Basal_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:C3,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample4_12C_DnCl_08062024_SZ_13,SLC22A11_PTC_B09_Sup_DHEAS_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:C4,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample5_12C_DnCl_08062024_SZ_14,CYP11A1_WT1_Sup_Basal_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:C5,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample6_12C_DnCl_08062024_SZ_15,CYP19A1_PTC_B07_Sup_Basal_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:C6,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample7_12C_DnCl_08062024_SZ_16,WT_3_Sup_Basal_ARTI,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:C7,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample8_12C_DnCl_08062024_SZ_17,SLC22A11_PTC_C09_Sup_Basal_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:C8,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample9_12C_DnCl_08062024_SZ_18,CYP19A1_WT1_Sup_DHEAS_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:C9,3,,0,0,0,1,,,,,,,
Unknown,Pool_12C_DnCl_Biologicalreplicate_1_analyticalreplicate_1_08062024_SZ_19,Pool_12C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:B1,3,,0,0,0,1,,,,,,,
Unknown,Pool_12C13C_DnCl_Biologicalreplicate_1_analyticalreplicate_1_08062024_SZ_20,Pool_12C13C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:B4,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample10_12C_DnCl_08062024_SZ_21,HSB17B1_PTC_A09_Sup_DHEAS_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:D1,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample11_12C_DnCl_08062024_SZ_22,ABCG2_PTC_E03_Sup_DHEAS_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:D2,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample12_12C_DnCl_08062024_SZ_23,CYP11A1_PTC_E10_Sup_DHEAS_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:D3,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample13_12C_DnCl_08062024_SZ_24,CYP11A1_PTC_A11_Sup_Basal_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:D4,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample14_12C_DnCl_08062024_SZ_25,ABCG2_WT1_Sup_DHEAS_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:D5,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample15_12C_DnCl_08062024_SZ_26,CYP11A1_WT1_Sup_Basal_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:D6,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample16_12C_DnCl_08062024_SZ_27,ABCG2_WT3_Sup_DHEAS_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:D7,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample17_12C_DnCl_08062024_SZ_28,HSB17B1_PTC_B10_Sup_Basal_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:D8,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample18_12C_DnCl_08062024_SZ_29,PTC_A03_Sup_Basal_1_ARTI,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:D9,3,,0,0,0,1,,,,,,,
Unknown,Pool_12C_DnCl_Biologicalreplicate_2_analyticalreplicate_1_08062024_SZ_30,Pool_12C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:B2,3,,0,0,0,1,,,,,,,
Unknown,Pool_12C13C_DnCl_Biologicalreplicate_2_analyticalreplicate_1_08062024_SZ_31,Pool_12C13C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:B5,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample19_12C_DnCl_08062024_SZ_32,CYP19A1_PTC_B07_Sup_DHEAS_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:E1,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample20_12C_DnCl_08062024_SZ_33,CYP11A1_PTC_A11_Sup_DHEAS_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:E2,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample21_12C_DnCl_08062024_SZ_34,CYP11A1_WT3_Sup_Basal_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:E3,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample22_12C_DnCl_08062024_SZ_35,HSB17B1_PTC_B10_Sup_Basal_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:E4,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample23_12C_DnCl_08062024_SZ_36,CYP19A1_WT2_Sup_DHEAS_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:E5,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample24_12C_DnCl_08062024_SZ_37,ABCG2_WT2_Sup_DHEAS_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:E6,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample25_12C_DnCl_08062024_SZ_38,CYP19A1_WT3_Sup_Basal_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:E7,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample26_12C_DnCl_08062024_SZ_39,ABCG2_PTC_C11_Sup_DHEAS_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:E8,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample27_12C_DnCl_08062024_SZ_40,HSB17B1_PTC_A12_Sup_DHEAS_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:E9,3,,0,0,0,1,,,,,,,
Unknown,Pool_12C_DnCl_Biologicalreplicate_1_analyticalreplicate_2_08062024_SZ_41,Pool_12C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:B1,3,,0,0,0,1,,,,,,,
Unknown,Pool_12C13C_DnCl_Biologicalreplicate_1_analyticalreplicate_2_08062024_SZ_42,Pool_12C13C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:B4,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample28_12C_DnCl_08062024_SZ_43,CYP11A1_PTC_A11_Sup_Basal_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F1,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample29_12C_DnCl_08062024_SZ_44,ABCG2_WT3_Sup_Basal_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F2,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample30_12C_DnCl_08062024_SZ_45,ABCG2_PTC_E03_Sup_DHEAS_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F3,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample31_12C_DnCl_08062024_SZ_46,CYP11A1_WT1_Sup_DHEAS_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F4,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample32_12C_DnCl_08062024_SZ_47,CYP11A1_PTC_B11_Sup_Basal_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F5,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample33_12C_DnCl_08062024_SZ_48,ABCG2_WT3_Sup_Basal_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F6,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample34_12C_DnCl_08062024_SZ_49,CYP11A1_WT3_Sup_DHEAS_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F7,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample35_12C_DnCl_08062024_SZ_50,CYP19A1_PTC_F08_Sup_DHEAS_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F8,3,,0,0,0,1,,,,,,,
Unknown,Supernatant_Sample36_12C_DnCl_08062024_SZ_51,CYP19A1_WT2_Sup_Basal_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F9,3,,0,0,0,1,,,,,,,
Unknown,Pool_12C_DnCl_Biologicalreplicate_3_analyticalreplicate_2_08062024_SZ_52,Pool_12C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:B3,3,,0,0,0,1,,,,,,,
